date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carm-elo1_pre,carm-elo2_pre,carm-elo1_post,carm-elo2_post,carm-elo_prob1,carm-elo_prob2,carmelo1_pre,carmelo2_pre,carmelo_prob1,carmelo_prob2,score1,score2
2019-10-22,2020,0,,TOR,NOP,1672.98650511735,1415.32053882373,0.8868429071818512,0.11315709281814879,,,1732.74872269853,1391.57616294619,,,0.9218693517967911,0.07813064820320892,1573.62376456793,1522.74666199176,0.6893208499267479,0.3106791500732521,,
2019-10-22,2020,0,,LAC,LAL,1516.60861459456,1472.91031573486,0.6957612684676023,0.30423873153239767,,,1525.94399226953,1472.45557268039,,,0.7007944694469094,0.2992055305530906,1574.9535256052,1617.34077341201,0.5742418558946434,0.4257581441053566,,
2019-10-23,2020,0,,ORL,CLE,1543.18427016017,1349.54720698356,0.8442650301801665,0.15573496981983348,,,1561.5544839385,1286.00974247485,,,0.8925670509832487,0.10743294901675127,1531.61786833008,1354.31145259368,0.8251633783984403,0.17483662160155966,,
2019-10-23,2020,0,,IND,DET,1509.5434369267,1475.76004260392,0.6835466620094295,0.3164533379905705,,,1511.10077895899,1468.62690694287,,,0.6944006683336231,0.30559933166637687,1501.22681341833,1474.95129329886,0.674262804799497,0.32573719520050304,,
2019-10-23,2020,0,,CHO,CHI,1497.24302553757,1350.43052844022,0.8054586204774099,0.1945413795225901,,,1497.64380981739,1303.67446614652,,,0.8455924333310848,0.1544075666689152,1348.5852587007,1475.43945668282,0.46347345699812537,0.5365265430018746,,
2019-10-23,2020,0,,BRK,MIN,1494.76759174497,1465.41301618077,0.6780063422905913,0.3219936577094087,,,1494.74479647013,1454.29426553084,,,0.6943301778994534,0.3056698221005466,1502.60813731945,1569.10785780509,0.551018565592714,0.448981434407286,,
2019-10-23,2020,0,,MIA,MEM,1498.74553276499,1459.00772950912,0.6909139259775016,0.30908607402249844,,,1502.13314237607,1455.11272887869,,,0.6886962094163329,0.3113037905836671,1524.60592173915,1466.87399126442,0.7017596900628585,0.29824030993714146,,
2019-10-23,2020,0,,PHI,BOS,1582.39677605164,1577.78355171342,0.6461599564798347,0.3538400435201653,,,1612.33973961088,1610.87399113619,,,0.6347532490575022,0.3652467509424978,1651.44852550821,1571.83729777702,0.7315507519859884,0.2684492480140116,,
2019-10-23,2020,0,,DAL,WAS,1462.20359491783,1434.80050301983,0.6755489956352215,0.3244510043647785,,,1456.36026210369,1420.26935603547,,,0.6885527739666262,0.3114472260333738,1591.07675251393,1427.22479070569,0.8218326951703108,0.17816730482968923,,
2019-10-23,2020,0,,SAS,NYK,1553.99176299846,1319.2300820627,0.8729217789137218,0.1270782210862782,,,1568.41801706849,1256.67667755711,,,0.9157409805019666,0.08425901949803338,1501.4147498332,1295.32721170557,0.8554059217430219,0.14459407825697812,,
2019-10-23,2020,0,,UTA,OKC,1595.62999997246,1551.53145565972,0.6962487529833385,0.30375124701666145,,,1618.86767373354,1569.79831755394,,,0.7338459804915112,0.2661540195084888,1607.05104634701,1564.8420504665,0.7260617997557371,0.27393820024426285,,
2019-10-23,2020,0,,PHO,SAC,1338.13501857836,1468.11475592575,0.4569624520872096,0.5430375479127905,,,1280.85921897711,1457.83151542014,,,0.3947462416341849,0.6052537583658151,1503.66344272875,1487.91219828063,0.6641851997536244,0.33581480024637556,,
2019-10-23,2020,0,,POR,DEN,1602.33277039235,1585.76422226065,0.6617320769302418,0.33826792306975817,,,1642.67067100918,1597.99716901049,,,0.695776698456873,0.30422330154312704,1529.82035525984,1651.27497170008,0.4677838121447478,0.5322161878552523,,
2019-10-24,2020,0,,DET,ATL,1475.76004260392,1423.20227095543,0.7064476527497481,0.2935523472502519,,,1468.62690694287,1394.96534736354,,,0.6795881855965182,0.32041181440348177,1474.95129329886,1397.79934374626,0.683947369308709,0.31605263069129097,,
2019-10-24,2020,0,,HOU,MIL,1652.74583770298,1642.84628018296,0.6530861806495216,0.3469138193504784,,,1710.36063986513,1697.26327183463,,,0.6579746263354874,0.3420253736645126,1718.37256986885,1592.72741872094,0.7861980412814564,0.21380195871854357,,
2019-10-24,2020,0,,GSW,LAC,1634.54093357673,1516.60861459456,0.7780811883810937,0.22191881161890625,,,1680.828559591,1525.94399226953,,,0.807880478703465,0.19211952129653498,1602.74531496608,1574.9535256052,0.6692271382857855,0.3307728617142145,,
2019-10-25,2020,0,,CHO,MIN,1497.24302553757,1465.41301618077,0.6811093334905736,0.31889066650942643,,,1497.64380981739,1454.29426553084,,,0.6976901581896079,0.3023098418103921,1348.5852587007,1569.10785780509,0.3356706616260198,0.6643293383739802,,
2019-10-25,2020,0,,BOS,TOR,1577.78355171342,1672.98650511735,0.5069030663426869,0.4930969336573131,,,1610.87399113619,1732.74872269853,,,0.4588887063004191,0.5411112936995809,1571.83729777702,1573.62376456793,0.6286585690372644,0.37134143096273564,,
2019-10-25,2020,0,,BRK,NYK,1494.76759174497,1319.2300820627,0.8300697120878396,0.16993028791216036,,,1494.74479647013,1256.67667755711,,,0.8764415476622266,0.1235584523377734,1502.60813731945,1295.32721170557,0.8559350602352712,0.14406493976472878,,
2019-10-25,2020,0,,MEM,CHI,1459.00772950912,1350.43052844022,0.76864339735216,0.23135660264783997,,,1455.11272887869,1303.67446614652,,,0.8026000911162049,0.1973999088837951,1466.87399126442,1475.43945668282,0.6181183990168312,0.3818816009831688,,
2019-10-25,2020,0,,NOP,DAL,1415.32053882373,1462.20359491783,0.5758513834611827,0.4241486165388173,,,1391.57616294619,1456.36026210369,,,0.5335089835575689,0.4664910164424311,1522.74666199176,1591.07675251393,0.5284255112634809,0.4715744887365191,,
2019-10-25,2020,0,,OKC,WAS,1551.53145565972,1434.80050301983,0.7768847662033181,0.22311523379668186,,,1569.79831755394,1420.26935603547,,,0.806905439671077,0.19309456032892303,1564.8420504665,1427.22479070569,0.7959964288631596,0.20400357113684042,,
2019-10-25,2020,0,,DEN,PHO,1585.76422226065,1338.13501857836,0.8809140495219977,0.1190859504780023,,,1597.99716901049,1280.85921897711,,,0.9315912396063368,0.06840876039366317,1651.27497170008,1503.66344272875,0.8369245187566123,0.16307548124338767,,
